id,indexed_date,language,media_name,media_url,publish_date,title,url
dce28fd260edaef33f34012f91b8e2d1560b6901bed04dbb9840aae1f2ed626b,2024-04-09 02:09:33.637867,en,cnn.com,cnn.com,2024-04-07,Cindy McCain on Gaza crisis: ‘Children are dying as we speak’,https://www.cnn.com/videos/politics/2024/04/07/sotu-mccain-full-interview.cnn
746de228c4412374d5fd601d8f9acc5c5beeb67b226bc561460190f0c584fd46,2024-04-09 00:58:05.484852,en,nypost.com,nypost.com,2024-04-07,"Israeli military withdraws nearly all troops from southern Gaza, spokesperson says",https://nypost.com/2024/04/07/world-news/israeli-military-reduces-troops-in-southern-gaza-spokesperson-says/
4237a72aabf03f6a723e8e420fbcf28aba4e4dbd103e4424bee377e2969ec5ff,2024-04-10 03:35:11.965106,en,nbcnews.com,nbcnews.com,2024-04-07,"Israel pulls troops from southern Gaza, South Carolina wins the NCAA championship: Weekend Rundown",https://www.nbcnews.com/news/weekend-rundown-apr-7-rcna146696
d3b3faffc3763c626066880011097a24d151b22e8a05ad70fdc8d4494a4f67aa,2024-04-10 00:44:00.242874,en,nypost.com,nypost.com,2024-04-07,South Carolina beats Iowa to win National Championship,https://nypost.com/video/south-carolina-beats-iowa-to-win-national-championship/
df66b28a2ddf9346e0891e27124a01dd9e497ba32bd6b00ab485d4651c3d6d99,2024-04-09 00:58:07.041382,en,nypost.com,nypost.com,2024-04-07,The alluring and enduring art of globe making in the age of Google Earth,https://nypost.com/2024/04/07/lifestyle/why-people-are-still-buying-globes/
5745e88b8d1a25926266090dff63f9ccbca661b6e08f309e5e043c1677c3e2b5,2024-04-09 00:58:08.284745,en,nypost.com,nypost.com,2024-04-07,Jewish group launches multi-million dollar campaign to mobilize voters,https://nypost.com/2024/04/07/us-news/group-launches-multi-state-campaign-to-mobilize-jewish-voters/
9f6fa4164f1fb0e2fff14789efab8a78c247b5801a8d1045da4c964f050d1004,2024-04-09 00:58:09.429317,en,nypost.com,nypost.com,2024-04-07,"Biden bashes Israel over airstrike deaths: Letters to the Editor — April 8, 2024",https://nypost.com/2024/04/07/opinion/biden-bashes-israel-over-killing-of-7-aid-workers-letters/
c0bbd6fe9f90ccc1a3d330a306009740375fb8bb2c8f042336180a8be2b5c703,2024-04-09 01:10:15.121295,en,nbcnews.com,nbcnews.com,2024-04-07,Yemen's Houthis say they targeted Western ships,https://www.nbcnews.com/news/world/yemens-houthis-say-targeted-western-ships-rcna146768
c50715adcd513b40054521cee2c6f256fee5d1e8993408d3d4eaee4f44f5f91f,2024-04-09 01:10:16.404248,en,nbcnews.com,nbcnews.com,2024-04-07,Iranian official warns Israel that its embassies are not safe after deadly Damascus strike,https://www.nbcnews.com/news/world/iranian-official-warns-israel-embassies-are-not-safe-deadly-damascus-s-rcna146758
357bc233ffaae65fe3d1e334be12a3f626b11f2b789da31f0d12e70cd49b6b41,2024-04-09 00:58:09.321079,en,nypost.com,nypost.com,2024-04-07,IDF chief says Israel is prepared for ‘multi-front war’ with Iranian proxies amid rising tensions,https://nypost.com/2024/04/07/world-news/idf-chief-says-israel-is-prepared-for-multi-front-war-with-iranian-proxies/
824206b8a00e56ed1d45ad1349a3601c241c63d00df0f74d901b44e1ff119e07,2024-04-09 00:58:09.893050,en,nypost.com,nypost.com,2024-04-07,"Ship attacked outside of Yemen, vessels warned to ‘exercise caution’",https://nypost.com/2024/04/07/world-news/ships-attacked-outside-of-yemen/
5aefe0427dda03b6c8128faf2cddab52d6d554ad27fc03fb7444db85fc8b397c,2024-04-09 00:58:06.505668,en,nypost.com,nypost.com,2024-04-07,Parents of hostage Hersh Goldberg-Polin mark six months since he was kidnapped by Hamas: ‘It’s totally unacceptable’,https://nypost.com/2024/04/07/world-news/parents-of-hostage-hersh-goldberg-polin-mark-six-months-since-he-was-kidnapped-by-hamas-its-totally-unacceptable/
1fffdfd0436dba8a92e982144501daa5048b39bf2bd6f77b13cb59e5403a11de,2024-04-09 02:09:27.399106,en,cnn.com,cnn.com,2024-04-07,Republican lawmaker says Russian propaganda has ‘infected a good chunk’ of GOP base,https://www.cnn.com/videos/politics/2024/04/07/michael-mccaul-russian-propaganda-infected-gop-base-mike-turner-sotu-vpx.cnn
9d41a743a1f718cf4ed1a958dcf6f6f1b14ac5bd73d1fcb40b93a33962d4b24b,2024-04-10 02:39:11.558821,en,foxnews.com,foxnews.com,2024-04-07,Top Dems turn on Israel after Biden call with Netanyahu,https://www.foxnews.com/politics/top-dems-turn-on-israel-after-biden-call-with-netanyahu
362bdac35f5085708685382bf96b29ae116327a94c400617c7579bc704e0e3a2,2024-04-09 01:14:51.987687,en,foxnews.com,foxnews.com,2024-04-07,Georgia college student arrested after making physical contact with speaker giving remarks on Israel-Hamas war,https://www.foxnews.com/us/georgia-college-student-arrested-after-making-physical-contact-speaker-giving-remarks-israel-hamas-war
d90f7726656b4d7598bdf579c7b3a29aba02311185730e0720edb15653c82d59,2024-04-09 01:14:53.475916,en,foxnews.com,foxnews.com,2024-04-07,Hillary Clinton met with student protests during visit to alma mater Wellesley College: 'Blood on her hands',https://www.foxnews.com/politics/hillary-clinton-met-student-protests-visit-alma-mater-wellesley-college-blood-her-hands
38189e45314afc702e2f9e987967b081da00b54089c3f3e3a9052e54e4fa58ad,2024-04-09 01:10:16.561224,en,nbcnews.com,nbcnews.com,2024-04-07,Trump tells billionaires he'll keep their taxes low at $50 million fundraising gala,https://www.nbcnews.com/politics/2024-election/trump-tells-billionaires-ll-keep-taxes-low-50-million-fundraising-gala-rcna146748
21692c5550b8ac1cd29ede658000cea19ac6f22e288507a7484956ad72f2dcdc,2024-04-10 02:39:13.837688,en,foxnews.com,foxnews.com,2024-04-07,Hamas defector tells pro-Palestinian activists they belong in 'a mental asylum' in brutal debate,https://www.foxnews.com/media/hamas-defector-tells-pro-palestinian-activists-they-belong-in-a-mental-asylum-in-brutal-debate
a9b74a4cd07d47649944b883871fb0e01158c958a8791f784c3e557f6c471ab9,2024-04-09 00:58:09.505074,en,nypost.com,nypost.com,2024-04-07,Father of humanitarian worker killed in Gaza urges Blinken to suspend aid to Israel,https://nypost.com/2024/04/07/us-news/father-of-humanitarian-worker-killed-in-gaza-urges-blinken-to-suspend-aid-to-israel/
e465342674f949ae36bf89ad759163c9f317508fc55664df48d8bbb781bc7ff1,2024-04-09 00:58:06.628360,en,nypost.com,nypost.com,2024-04-07,Family of ‘miracle’ 4-year-old American freed by Hamas continues to fight for other hostages,https://nypost.com/2024/04/07/us-news/family-of-miracle-4-year-old-american-freed-by-hamas-continues-to-fight-for-other-hostages/
092d0747d83e77545a0b718595b27d01431aef16bbf48c41323c106fce3f21d6,2024-04-09 01:10:13.058123,en,nbcnews.com,nbcnews.com,2024-04-07,"Six months into the war in Gaza, everyone seems to be losing",https://www.nbcnews.com/news/world/six-months-israel-hamas-war-gaza-losing-rcna146693
af855d70f30f20f87413f2d5b0edc74f6f4a9ff0e8a20295d1cfc028265d4fe0,2024-04-10 03:35:12.326589,en,nbcnews.com,nbcnews.com,2024-04-07,Monday’s total solar eclipse is making one former teacher’s 46-year-old promise a reality,https://www.nbcnews.com/nightly-news/video/monday-s-total-solar-eclipse-is-making-one-former-teacher-s-46-year-old-promise-a-reality-208510533515
96c5a313a075f0e110d7b4c4c0478fb3033b0777a119b7595461b12bfd293afb,2024-04-09 01:14:52.087313,en,foxnews.com,foxnews.com,2024-04-07,"Israel withdraws all ground troops from southern Gaza, leaving just one IDF brigade in the enclave",https://www.foxnews.com/world/israel-withdraws-all-ground-troops-southern-gaza-leaving-one-idf-brigade-enclave
8ad9ae4f552e88045bdffbc8653fd9563221cb355251ab04b0e28de62c6d6186,2024-04-09 00:58:05.425145,en,nypost.com,nypost.com,2024-04-07,"Uncle of Israeli mom Shiri Bibas kidnapped with redhead boys demands Biden give Hamas an ultimatum: ‘Do something, or else’",https://nypost.com/2024/04/07/world-news/shiri-bibas-uncle-calls-on-biden-to-give-hamas-an-ultimatum/
03bbe1561ac3701a688738b4ab674027d28343ee71c95d398b99bf45c475e042,2024-04-09 02:09:35.125580,en,cnn.com,cnn.com,2024-04-07,GOP Rep: ‘Overconfidence’ of Israel led to ‘unacceptable’ civilian deaths,https://www.cnn.com/videos/politics/2024/04/07/sotu-turner-on-israel-overconfidence.cnn
485da6e2c69a93a72a9ba60066ba248a094dbafb4aba0396b124ee6b6b0cadd6,2024-04-08 01:05:12.371226,en,nypost.com,nypost.com,2024-04-06,"Six months into war, Israel has mostly succeeded — but the real battles are yet to come",https://nypost.com/2024/04/06/opinion/israels-war-has-mostly-succeeded-but-real-battles-await/
b564f0e1e2fe86c0b4b48b260f306e0623a092cd50094904d93f9a3c19fc66bb,2024-04-08 01:22:29.358601,en,cnn.com,cnn.com,2024-04-06,Dwayne ‘The Rock’ Johnson says 2020 Biden endorsement ‘tears him up’,https://www.cnn.com/videos/politics/2024/04/06/dwayne-the-rock-johnson-biden-endorsement-lcl-vpx.cnn
f0ea1b7c78f8affbbe1768e09c5133b6d27bbfdc94cb4ad1896d862a63ad4a94,2024-04-09 01:14:52.487155,en,foxnews.com,foxnews.com,2024-04-06,Jewish students at Rutgers speak out in wake of latest anti-Israel incident on campus: 'Horrifying experience',https://www.foxnews.com/us/jewish-students-rutgers-speak-latest-anti-israel-incident-campus-horrifying-experience
f64e327c924a67b7fb9c5bcb3b41316549082fb3ffc000beca0957aad1f7b898,2024-04-08 03:02:04.420401,en,foxnews.com,foxnews.com,2024-04-06,California college president cracks down on protesting pro-Palestinian students: 'Immediate suspension',https://www.foxnews.com/us/california-college-president-cracks-down-protesting-pro-palestinian-students-immediate-suspension
9a513ab5d7cb96102bf1f1fe12e4d0c4022f3c531426977d464926df4f136dc9,2024-04-08 03:02:10.796330,en,foxnews.com,foxnews.com,2024-04-06,Former defense secretary predicts Iran will strike at Israel,https://www.foxnews.com/politics/former-defense-secretary-predicts-iran-will-strike-israel
b8def50cf649d909f54b2366d31e7539a7e599aabcab4396adab02da23573d22,2024-04-08 01:05:10.699274,en,nypost.com,nypost.com,2024-04-06,"Hamas, Israel negotiators headed to Egypt to resume cease-fire talks",https://nypost.com/2024/04/06/world-news/hamas-israel-negotiators-headed-to-egypt-to-resume-ceasefire-talks/
dc43e5c0a1be4d845f1d7bb13f5fa04b39a7217d55c171d4de0cc2da412bb2b4,2024-04-08 01:22:25.819025,en,cnn.com,cnn.com,2024-04-06,Why Black patients were kept off kidney transplant list,https://www.cnn.com/videos/health/2024/04/06/kidney-transplant-list-bias-foa-vpx.cnn
64b087ec4caf80c6357d22ff4f36714b93f387a4c90ceb5bbd2214e677ee8ec8,2024-04-08 01:05:07.898928,en,nypost.com,nypost.com,2024-04-06,"The horror of being held hostage by Hamas and more: Letters to the Editor — April 7, 2024",https://nypost.com/2024/04/06/opinion/hamas-hostage-speaks-about-sexual-assault-letters/
cae1368efe0dfb5134b2095487ad08820839bf06deff11763259341a5d0d3563,2024-04-08 01:22:27.655972,en,cnn.com,cnn.com,2024-04-06,Retired judge says statute cited in Trump’s motion raises concerns about judge in hush money case,https://www.cnn.com/videos/politics/2024/04/06/shira-scheindlin-trump-hush-money-judge-merchan-motion-src-vpx.cnn
c1a3369f3a19e76ef77e5e248f8f303d9da3b1f3dbf37d69404c84a4198e58f4,2024-04-08 02:38:30.056513,en,nbcnews.com,nbcnews.com,2024-04-06,Israeli military recovers body of a hostage from Gaza in overnight operation,https://www.nbcnews.com/news/world/israeli-military-recovers-body-hostage-elad-katzir-gaza-rcna146695
3c3348c6690f8f6a476572d68d9d0c383189eb280ef2dca694e062fff602d7d2,2024-04-08 03:02:07.883315,en,foxnews.com,foxnews.com,2024-04-06,ABC sitcom star warns of White backlash against minorities following 2024 election: ‘Have us in camps’,https://www.foxnews.com/media/abc-sitcom-star-warns-white-backlash-against-minorities-following-2024-election-have-camps
cb4843bf94fffbc02799c9ed8676655a3545387fcfba91a3ae8f53c2d4e5662b,2024-04-08 01:05:15.393691,en,nypost.com,nypost.com,2024-04-06,Harvard adds Jewish affinity celebration to grad plans after university rocked by antisemitism allegations,https://nypost.com/2024/04/06/us-news/harvard-adds-jewish-affinity-celebration-to-grad-plans-following-antisemitism-fallout/
6a0740e4021e0c34fc2656b6a658722ca6df0e4c51a19d7a1e468eaad560694a,2024-04-09 00:41:15.079662,en,cnn.com,cnn.com,2024-04-06,"April 6, 2024 Israel-Gaza news",https://edition.cnn.com/middleeast/live-news/israel-hamas-war-gaza-news-04-06-24/index.html
668dec7bf43329cc43ad7318319a4c2872334977e7609c48d3ac310332bc00e5,2024-04-08 01:05:12.908445,en,nypost.com,nypost.com,2024-04-06,California college president vows ‘immediate suspension’ for protesters after anti-Israel storm,https://nypost.com/2024/04/06/us-news/college-president-vows-immediate-suspension-for-protesters/
e4d646f208c36c98f86aa76869e1ff8ee2c54a006a195da473b20bb33f9607d5,2024-04-09 02:09:44.837756,en,cnn.com,cnn.com,2024-04-06,"April 6, 2024 Israel-Gaza news",https://www.cnn.com/middleeast/live-news/israel-hamas-war-gaza-news-04-06-24/index.html
b6ec61c460e03075b5c9e561acb3581636b45fd84543b0dea516d5740ffa5d22,2024-04-08 01:05:19.352247,en,nypost.com,nypost.com,2024-04-06,Six months after Oct. 7: Agonizing Rafah fight likely next stage for Israel-Hamas war,https://nypost.com/2024/04/06/world-news/fight-in-rafah-gaza-next-in-israel-hamas-war-experts-say/
ccc9afdb13a215286e914cbaecaa17604fd17805211547b4d9fb01804eacf05f,2024-04-08 01:05:12.443503,en,nypost.com,nypost.com,2024-04-06,Democrats think that simply not being Trump is enough to beat him — but it won’t be,https://nypost.com/2024/04/06/opinion/dems-mistakenly-think-not-being-trump-is-enough-to-beat-him/
ada3c2eec8f6b9c608acfe2e1ef352368535751745f040d90e8452890442c4f6,2024-04-09 01:14:52.479440,en,foxnews.com,foxnews.com,2024-04-06,"Vanderbilt students expelled, suspended for participation in unruly pro-Palestinian protests",https://www.foxnews.com/us/vanderbilt-students-expelled-suspended-participation-unruly-pro-palestinian-protests
6995d9fe0c683fcde9b7f5235c5adb48761a827d87a5d6c32a500640eb2d7ac1,2024-04-21 06:44:49.671904,en,foxnews.com,foxnews.com,2024-04-06,Iranian academic at Princeton University accused of publicly supporting terror groups,https://www.foxnews.com/world/iranian-academic-princeton-university-accused-publicly-supporting-hamas-hezbollah-terror-groups
4ecb644b101bfdc209de92cc65e5708f40e70033f9435f4493ac89280fa49524,2024-04-08 02:38:28.745747,en,nbcnews.com,nbcnews.com,2024-04-06,"Half a year into the war in Gaza, here’s a look at the conflict by the numbers",https://www.nbcnews.com/news/world/half-year-war-gaza-s-look-conflict-numbers-rcna146705
555eea60841ff92f8073702b437ed1c0b4c1c53256ede7ce1ec69969feb6ca7e,2024-04-09 02:09:35.337748,en,cnn.com,cnn.com,2024-04-06,Republican strategist says Trump has made a critical mistake in the campaign,https://www.cnn.com/videos/politics/2024/04/06/karl-rove-biden-attack-trump-january-6-rhetoric-nr-sot-vpx.cnn
fddbb0ee5ff05a26d1fd56f5ab92bbf3a96bc6457443a4660d4d6de9427a1394,2024-04-08 01:05:12.268270,en,nypost.com,nypost.com,2024-04-06,Wounded IDF soldiers reveal stories of heroism from the front lines during Israel-Hamas war,https://nypost.com/2024/04/06/world-news/wounded-idf-soldiers-reveal-stories-of-heroism-from-the-front-lines-during-israel-hamas-war/
45f935a01464fa8dc7c00c7610b30dd584f9e0ab45b492b046f98d446dfa8711,2024-04-08 01:22:29.439016,en,cnn.com,cnn.com,2024-04-06,Hear Trump explain away Melania’s absence from the campaign trail,https://www.cnn.com/videos/politics/2024/04/06/melania-trump-absence-campaign-kaye-ac360-pkg-vpx.cnn
69562f0d7a25e4e4a266f148d7ec101af768d9b9f2f895bd07ff5e0848f214f7,2024-04-08 01:05:09.287195,en,nypost.com,nypost.com,2024-04-06,Israel recovers body of hostage seen alive in December video begging for his freedom,https://nypost.com/2024/04/06/world-news/israel-recovers-body-of-hostage-seen-alive-in-december-video-begging-for-his-freedom/
a5c250254e212cb4a1d8a8516aa21fba74972bbecad7a000c16e42c1b39e170e,2024-04-08 02:38:23.451168,en,nbcnews.com,nbcnews.com,2024-04-06,The IDF is supposed to protect aid workers. Aid agencies say the Israeli military has been attacking them for months.,https://www.nbcnews.com/news/world/world-central-kitchen-aid-worker-killings-israel-deconfliction-rcna146550
433fae4a6acba3e4df605fb0d0a3ba7efbe05445f0944a9cbbd91b0ed6e07a39,2024-04-09 01:10:12.342250,en,nbcnews.com,nbcnews.com,2024-04-06,Aftershocks felt on East Coast as concerns mount over NYC’s structural readiness for earthquakes,https://www.nbcnews.com/nightly-news/video/aftershocks-felt-on-east-coast-as-concerns-mount-over-nyc-s-structural-readiness-for-earthquakes-208475205739
6fe5f38ccce035be6187532ec83dd2de9fcf1a5911d5dd8830d88321a4962816,2024-04-08 03:02:07.400706,en,foxnews.com,foxnews.com,2024-04-06,Body of Israeli hostage retrieved overnight during IDF operation in Gaza,https://www.foxnews.com/world/body-israeli-hostage-retrieved-overnight-idf-operation-gaza
